ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback
5D27GP,Olx,Chicago,Kags,Renault,SUV,Black,Automatic,7,5,Petrol,2016,8300,58458,175,2015-03-23,Sold,2022-03-10,7050,7928,12,Sai,1,176,Good
NC8956,Skipper,Tucson,Swift,Maruti,Sedan,Gray,Automatic,5,4,Hybrid,2018,8100,30312,115,2020-04-01,Un Sold,1970-01-01,7516,0,0,Dhruv,3,0,Excellent
CNKL5W,Ahg,Philadelphia,Swift,Maruti,Sedan,Red,Manual,5,4,Petrol,2016,7300,15028,115,2024-12-23,Un Sold,1970-01-01,6511,0,0,Preeti,3,0,Good
TD8YKN,Motor,Portland,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2017,6700,22751,103,2015-05-08,Un Sold,1970-01-01,4894,0,0,Supriya,2,0,Excellent
465985,Automart,New York,Yodha,Tata,Truck,Black,Manual,3,2,Diesel,2024,7100,62777,100,2016-10-20,Un Sold,1970-01-01,5119,0,0,Swapna,3,0,Average
M9NPH7,Carmix,Detroit,Swift,Maruti,Sedan,Blue,Manual,5,4,Diesel,2017,7300,53686,115,2016-04-21,Sold,2018-09-01,6268,6567,5,Krishna,2,60,Excellent
RCXMBQ,Carsome,Florida,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2024,6500,18054,115,2015-03-12,Un Sold,1970-01-01,5945,0,0,Arjuna,4,0,Average
55I1CS,Automart,Utah,Seltos,Kia,Hatchback,White,Automatic,5,5,Petrol,2023,6100,6550,150,2023-08-24,Un Sold,1970-01-01,5010,0,0,Krishna,2,0,Excellent
F9ACC7,Olx,Tucson,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Diesel,2016,6900,80568,103,2020-11-16,Sold,2024-03-10,5492,7023,28,Aditya,3,306,Average
84TWNH,Carmudi,Chicago,Plato,Prazo,Convertible,Blue,Manual,2,2,Petrol,2022,8700,94069,250,2024-01-26,Sold,2024-07-12,7717,9241,20,Sai,1,305,Average
1FN8I5,Olx,Chicago,Swift,Maruti,Sedan,Black,Manual,5,4,Electric,2019,8500,66558,115,2019-01-23,Un Sold,1970-01-01,7496,0,0,Sai,3,0,Excellent
RIZHAM,Carro,Oklahoma,i20,Hyundai,Hatchback,Black,Automatic,4,5,Diesel,2015,7000,68140,120,2022-03-15,Un Sold,1970-01-01,5833,0,0,Swathi,4,0,Poor
BMMAN8,Skipper,Denver,Kags,Renault,SUV,Red,Manual,7,5,Hybrid,2019,9000,69665,175,2017-10-27,Un Sold,1970-01-01,7220,0,0,Karan,1,0,Average
YSDYZU,Carmudi,California,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2021,6300,19063,120,2016-02-05,Un Sold,1970-01-01,4888,0,0,Aarush,3,0,Average
NDDP59,Trust,Chicago,Fortuner,Toyota,SUV,Blue,Manual,8,5,Diesel,2018,8200,53458,200,2023-01-29,Un Sold,1970-01-01,6813,0,0,Shiva,3,0,Excellent
CLF8IF,Nufor,North Carolina,Plato,Prazo,Convertible,Blue,Automatic,2,2,Electric,2015,10900,75019,250,2016-02-25,Un Sold,1970-01-01,10095,0,0,Shilpa,3,0,Average
TAQ4S7,Sobri,New York,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2016,6800,36630,120,2021-03-08,Un Sold,1970-01-01,5299,0,0,Pavan,1,0,Excellent
YKU72L,Olx,San Jose,Plato,Prazo,Convertible,Red,Manual,2,2,Hybrid,2020,9900,34358,250,2015-12-06,Un Sold,1970-01-01,8619,0,0,Sweta,1,0,Excellent
VG1XC2,Carmix,Florida,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2015,7900,24302,120,2021-02-02,Un Sold,1970-01-01,6474,0,0,Aarush,3,0,Excellent
C43MUH,Carsome,North Carolina,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2022,6200,5122,103,2020-02-21,Un Sold,1970-01-01,5218,0,0,Dhruv,2,0,Excellent
GW8DKK,Automart,North Carolina,Thar,Mahindra,SUV,Red,Manual,5,3,Diesel,2018,8200,75316,130,2022-12-24,Un Sold,1970-01-01,6403,0,0,Swapna,1,0,Excellent
PS7BLS,Automart,Florida,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Petrol,2022,6200,41339,120,2015-05-24,Sold,2020-07-03,4909,5953,21,Bhavani,5,209,Excellent
TDXTP8,Knox,Detroit,i20,Hyundai,Hatchback,Blue,Manual,4,5,Hybrid,2019,7500,15903,120,2020-01-09,Un Sold,1970-01-01,5750,0,0,Ram,5,0,Excellent
UNA667,Skipper,Texas,Dzire,Maruti,Sedan,White,Manual,5,5,Electric,2021,8300,74268,100,2018-03-28,Un Sold,1970-01-01,6989,0,0,Piyush,3,0,Excellent
